rank,borough_rank,school_name,borough,school_urn,age_range,eligible_pupils,total_pupils,fsm_percent,religious_denomination,is_faith_school,non_faith_rank,fte_all_teachers,pupils_per_teacher,anomalous_low_ptr,composite_score,expected_rwm,higher_rwm,reading_score,maths_score,gps_score,mean_scaled_score,postcode,latitude,longitude,terrace_sales_count_2y_0_5mi,terrace_avg_price_2y_0_5mi,terrace_median_price_2y_0_5mi,full_address
131,2,St John Fisher Catholic Primary School,Bexley,101460,4 to 11,30,198.0,50.0,Roman Catholic,True,,11.7,16.923076923076923,False,87.01456310679612,90.0,17.0,110.0,110.0,112.0,110.66666666666667,DA18 4BA,51.495021,0.13218,90,345628,368500,"Kale Road, Thamesmead, Erith, DA18 4BA"
132,3,Bishop Gilpin CofE Primary School,Merton,102666,3 to 11,51,464.0,8.0,Church of England,True,,22.3,20.807174887892376,False,87.00242718446601,78.0,31.0,111.0,109.0,113.0,111.0,SW19 7EP,51.427372,-0.207041,37,1149959,1000000,"Lake Road, Wimbledon, SW19 7EP"
133,10,St Paul's CofE Primary School NW7,Barnet,101326,4 to 11,30,206.0,27.0,Church of England,True,,10.55,19.5260663507109,False,86.95995145631068,87.0,20.0,112.0,110.0,110.0,110.66666666666667,NW7 1QU,51.620561,-0.23139,6,936000,867500,"The Ridgeway, Mill Hill, London, NW7 1QU"
134,4,St Joseph's Roman Catholic Primary School,Brent,101555,2 to 11,58,485.0,33.0,Roman Catholic,True,,24.4,19.87704918032787,False,86.8385922330097,91.0,12.0,113.0,110.0,115.0,112.66666666666667,NW10 9LS,51.544264,-0.250878,60,599693,572500,"Goodson Road, Willesden, London, NW10 9LS"
135,7,St Vincent's Catholic Primary School,Westminster,101143,3 to 11,30,233.0,23.0,Roman Catholic,True,,10.78,21.61410018552876,False,86.78398058252426,90.0,23.0,109.0,109.0,113.0,110.33333333333333,W1U 4DF,51.518622,-0.152665,46,3122126,2900000,"St Vincent Street, London, W1U 4DF"
136,6,Stockwell Primary School,Lambeth,100582,2 to 11,60,402.0,73.0,Does not apply,False,81,19.0,21.157894736842106,False,86.75364077669903,95.0,25.0,110.0,109.0,110.0,109.66666666666667,SW9 9TG,51.466433,-0.117326,87,995061,955000,"Stockwell Road, London, SW9 9TG"
137,11,St Winefride's RC Primary School,Newham,148972,2 to 11,33,242.0,33.0,Roman Catholic,True,,7.4,32.7027027027027,False,86.36529126213593,82.0,15.0,112.0,112.0,112.0,112.0,E12 6HB,51.548569,0.057919,166,457357,468000,"Church Road, Manor Park, London, E12 6HB"
138,6,Our Lady of Muswell Catholic Primary School,Haringey,102142,3 to 11,57,418.0,18.0,Roman Catholic,True,,17.6,23.749999999999996,False,86.34708737864078,82.0,21.0,111.0,110.0,111.0,110.66666666666667,N10 1PS,51.594426,-0.149591,94,1481839,1500000,"Pages Lane, Muswell Hill, London, N10 1PS"
139,6,Perry Hall Primary School,Bromley,140448,5 to 11,62,437.0,15.0,Does not apply,False,82,17.1,25.555555555555554,False,86.2621359223301,90.0,21.0,110.0,110.0,110.0,110.0,BR6 0EF,51.383187,0.097198,69,417188,423500,"Perry Hall Road, Orpington, BR6 0EF"
140,12,Curwen Primary School,Newham,144142,3 to 11,108,854.0,46.0,Does not apply,False,83,44.8,19.0625,False,86.24393203883494,82.0,26.0,109.0,110.0,113.0,110.66666666666667,E13 0AG,51.530239,0.020861,155,470310,450000,"Atlas Road, London, E13 0AG"
141,3,Northwold Primary School,Hackney,141576,2 to 11,42,308.0,57.0,Does not apply,False,84,13.82,22.286541244573083,False,86.00728155339806,90.0,31.0,108.0,109.0,113.0,110.0,E5 8RN,51.562658,-0.065035,103,1162184,1160000,"Northwold Road, Clapton, London, E5 8RN"
142,8,Bousfield Primary School,Kensington and Chelsea,100480,3 to 11,54,431.0,28.0,Does not apply,False,85,20.2,21.33663366336634,False,85.94660194174757,74.0,35.0,111.0,110.0,112.0,111.0,SW5 0DJ,51.490072,-0.186173,72,3659425,2537500,"South Bolton Gardens, London, SW5 0DJ"
143,7,The Jenny Hammond Primary School,Waltham Forest,103082,4 to 11,47,380.0,32.0,Does not apply,False,86,16.6,22.891566265060238,False,85.94053398058253,83.0,19.0,111.0,110.0,111.0,110.66666666666667,E11 3JH,51.55573,0.007984,279,612157,600000,"Elsham Road, Leytonstone, London, E11 3JH"
144,3,Oasis Academy Byron,Croydon,138687,2 to 11,28,227.0,25.0,Does not apply,False,87,10.85,20.921658986175117,False,85.873786407767,89.0,14.0,111.0,111.0,111.0,111.0,CR5 2XE,51.313373,-0.127831,17,544706,625000,"St David's, Off Stoneyfield Road, Coulsdon, CR5 2XE"
145,11,St Stephen's C E Primary School,Richmond upon Thames,102915,4 to 11,58,416.0,16.0,Church of England,True,,18.97,21.929362150764366,False,85.77063106796116,79.0,31.0,111.0,109.0,111.0,110.33333333333333,TW1 1LF,51.456074,-0.322969,98,1095383,1082500,"Winchester Road, Twickenham, TW1 1LF"
146,7,Fullwood Primary School,Redbridge,102833,3 to 11,59,454.0,12.0,Does not apply,False,88,19.4,23.402061855670105,False,85.75242718446601,86.0,19.0,110.0,110.0,111.0,110.33333333333333,IG6 1ER,51.584469,0.078263,120,547552,546000,"21-24 Burford Close, Off Hatley Avenue, Barkingside, Ilford, IG6 1ER"
147,5,Tufnell Park Primary School,Islington,100430,2 to 11,43,458.0,56.0,Does not apply,False,89,19.2,23.854166666666668,False,85.70388349514563,84.0,19.0,109.0,112.0,112.0,111.0,N7 0HJ,51.554338,-0.129724,78,1437648,1475000,"31 Carleton Road, London, N7 0HJ"
148,11,St John's CofE Primary and Nursery School,Barnet,101321,3 to 11,30,248.0,20.0,Church of England,True,,16.61,14.930764599638772,True,85.53398058252426,87.0,13.0,110.0,112.0,114.0,112.0,N20 0PL,51.626556,-0.178335,48,754547,715000,"Swan Lane, Whetstone, London, N20 0PL"
149,13,Shaftesbury Primary School,Newham,145627,3 to 11,82,637.0,40.0,Does not apply,False,90,26.6,23.94736842105263,False,85.51577669902912,89.0,22.0,109.0,109.0,112.0,110.0,E7 8PF,51.53983,0.037697,183,490178,500000,"Shaftesbury Road, Forest Gate, London, E7 8PF"
150,14,Ranelagh Primary School,Newham,144139,3 to 11,43,295.0,51.0,Does not apply,False,91,18.3,16.120218579234972,False,85.49150485436893,77.0,28.0,109.0,111.0,114.0,111.33333333333333,E15 3DN,51.531673,0.009116,108,502041,500000,"Corporation Street, Stratford, London, E15 3DN"
151,12,Menorah Foundation School,Barnet,131359,3 to 11,46,320.0,2.0,Jewish,True,,14.44,22.1606648199446,False,85.21844660194175,96.0,9.0,111.0,112.0,115.0,112.66666666666667,HA8 0QS,51.607821,-0.263557,103,442161,441000,"2-8 Abbots Road, EDGWARE, HA8 0QS"
152,1,Haberdashers' Hatcham Free School,Lewisham,139672,4 to 11,60,419.0,15.0,None,False,92,26.6,15.75187969924812,False,85.19417475728154,90.0,28.0,111.0,110.0,108.0,109.66666666666667,SE14 5SF,51.467333,-0.043241,156,902932,861250,"Pepys Road, London, SE14 5SF"
153,4,St Michael's CofE Primary School,Wandsworth,101049,3 to 11,60,434.0,13.0,Church of England,True,,20.6,21.06796116504854,False,85.13956310679612,83.0,18.0,110.0,110.0,112.0,110.66666666666667,SW18 5SQ,51.450232,-0.203569,147,1080912,1110127,"Granville Road, Southfields, London, SW18 5SQ"
154,3,Abacus Belsize Primary School,Camden,139837,4 to 11,19,158.0,42.0,None,False,93,9.0,17.555555555555557,False,85.0,84.0,32.0,109.0,109.0,111.0,109.66666666666667,N1C 4PF,51.537815,-0.130633,36,1237302,1080625,"Jubilee Waterside Centre, 105 Camley Street, London, N1C 4PF"
155,8,Oakhill Primary School,Waltham Forest,103069,4 to 11,27,196.0,33.0,Does not apply,False,94,8.4,23.333333333333332,False,84.89684466019418,81.0,30.0,109.0,110.0,111.0,110.0,IG8 9PY,51.606496,0.008315,63,693246,690000,"Alders Avenue, Woodford Green, IG8 9PY"
156,13,St Catherine's RC School,Barnet,101333,2 to 11,60,480.0,17.0,Roman Catholic,True,,22.4,21.42857142857143,False,84.7876213592233,85.0,27.0,110.0,109.0,110.0,109.66666666666667,EN5 2ED,51.648831,-0.194702,38,593065,572500,"Vale Drive, Barnet, EN5 2ED"
157,4,St Mark's Primary School,Merton,102645,3 to 11,28,223.0,50.0,Does not apply,False,95,11.5,19.391304347826086,False,84.7876213592233,79.0,18.0,110.0,111.0,113.0,111.33333333333333,CR4 2LF,51.406613,-0.160403,109,455253,462500,"St Mark's Road, Mitcham, CR4 2LF"
158,4,Boutcher Church of England Primary School,Southwark,100822,5 to 11,32,209.0,31.0,Church of England,True,,6.89,30.33381712626996,False,84.73300970873787,84.0,22.0,110.0,109.0,111.0,110.0,SE1 3BW,51.494378,-0.076053,68,749257,755000,"93 Grange Road, Bermondsey, London, SE1 3BW"
159,7,Holy Trinity CofE Primary School,Haringey,139240,3 to 11,24,187.0,38.0,Church of England,True,,10.28,18.190661478599225,False,84.64199029126213,92.0,17.0,110.0,109.0,111.0,110.0,N17 9EJ,51.589644,-0.069346,189,624717,625000,"Somerset Road, Tottenham, London, N17 9EJ"
160,2,Whiteheath Junior School,Hillingdon,102400,7 to 11,74,293.0,5.0,Does not apply,False,96,15.84,18.497474747474747,False,84.5995145631068,95.0,14.0,110.0,110.0,111.0,110.33333333333333,HA4 7PR,51.579255,-0.440524,32,470867,457500,"Whiteheath Avenue, Ruislip, HA4 7PR"
161,8,Wells Primary School,Redbridge,102831,3 to 11,45,344.0,20.0,Does not apply,False,97,18.53,18.56449001618996,False,84.45388349514563,87.0,33.0,109.0,109.0,110.0,109.33333333333333,IG8 0PP,51.616093,0.027012,17,571676,550000,"Barclay Oval, Woodford Green, IG8 0PP"
162,6,Thornhill Primary School,Islington,100425,3 to 11,57,459.0,49.0,Does not apply,False,98,19.4,23.65979381443299,False,84.44781553398059,88.0,23.0,109.0,109.0,111.0,109.66666666666667,N1 1HX,51.540335,-0.10946,125,1864440,1725000,"Thornhill Road, Islington, London, N1 1HX"
163,7,Warren Road Primary School,Bromley,136915,4 to 11,120,840.0,6.0,Does not apply,False,99,36.8,22.826086956521742,False,84.42961165048544,76.0,22.0,111.0,111.0,111.0,111.0,BR6 6JF,51.360151,0.091967,74,482280,475700,"Warren Road, Orpington, BR6 6JF"
164,8,St James Church of England Primary School,Haringey,102136,4 to 11,31,190.0,3.0,Church of England,True,,9.1,20.87912087912088,False,84.38713592233009,87.0,23.0,110.0,109.0,110.0,109.66666666666667,N10 3JA,51.587232,-0.148454,79,1579721,1590000,"Woodside Avenue, Muswell Hill, London, N10 3JA"
165,5,Phoenix Primary School,Southwark,100817,3 to 11,60,508.0,40.0,Does not apply,False,100,27.66,18.36587129428778,False,84.3385922330097,80.0,18.0,110.0,110.0,113.0,111.0,SE1 5JT,51.486124,-0.067355,60,640492,630000,"Marlborough Grove, London, SE1 5JT"
166,4,Krishna Avanti Primary School,Croydon,142861,4 to 11,25,202.0,8.0,Hindu,True,,8.77,23.03306727480046,False,84.3385922330097,84.0,16.0,109.0,111.0,114.0,111.33333333333333,CR0 4HA,51.367827,-0.103875,110,380525,375000,"Southbridge Place, Croydon, CR0 4HA"
167,4,Woodpecker Hall Primary Academy,Enfield,136952,2 to 11,109,780.0,52.0,None,False,101,36.0,21.666666666666668,False,84.30825242718446,91.0,26.0,110.0,109.0,109.0,109.33333333333333,N9 8DR,51.635974,-0.042292,125,416623,410000,"Cuckoo Hall Lane, London, N9 8DR"
168,9,St Barnabas and St Philip's CofE Primary School,Kensington and Chelsea,100493,3 to 11,27,213.0,37.0,Church of England,True,,10.0,21.3,False,84.27791262135922,89.0,15.0,110.0,110.0,111.0,110.33333333333333,W8 6EJ,51.4979,-0.198152,80,3591998,2963558,"58 Earls Court Road, Kensington, London, W8 6EJ"
169,5,Sacred Heart Catholic Primary School,Merton,102668,3 to 11,31,360.0,19.0,Roman Catholic,True,,20.3,17.73399014778325,False,84.27184466019418,84.0,16.0,110.0,111.0,111.0,110.66666666666667,KT3 4ND,51.400363,-0.240631,137,668849,660000,"Burlington Road, New Malden, KT3 4ND"
170,4,Torriano Primary School,Camden,100023,3 to 11,57,445.0,51.0,Does not apply,False,102,24.59,18.096787311915413,False,84.22936893203884,81.0,18.0,110.0,110.0,112.0,110.66666666666667,NW5 2SJ,51.549675,-0.132815,65,1528075,1450000,"Torriano Avenue, Kentish Town, London, NW5 2SJ"
171,9,Riverley Primary School,Waltham Forest,139723,3 to 11,57,450.0,39.0,Does not apply,False,103,19.86,22.658610271903324,False,84.1747572815534,84.0,26.0,110.0,109.0,110.0,109.66666666666667,E10 7BZ,51.566642,-0.019211,190,629683,625000,"Park Road, Leyton, London, E10 7BZ"
172,15,Calverton Primary School,Newham,102758,3 to 11,41,245.0,51.0,Does not apply,False,104,16.8,14.583333333333332,True,84.11407766990291,80.0,22.0,111.0,110.0,110.0,110.33333333333333,E16 3ET,51.511047,0.041672,73,412017,413000,"King George Avenue, London, E16 3ET"
173,4,Notre Dame Catholic Primary School,Greenwich,100179,5 to 11,25,183.0,56.0,Roman Catholic,True,,8.6,21.27906976744186,False,84.04733009708738,88.0,20.0,110.0,108.0,112.0,110.0,SE18 3SJ,51.480271,0.065947,93,478121,450000,"169 Eglinton Road, London, SE18 3SJ"
174,16,Roman Road Primary School,Newham,102740,3 to 11,47,334.0,45.0,Does not apply,False,105,18.38,18.171926006528835,False,84.04733009708738,94.0,19.0,109.0,110.0,110.0,109.66666666666667,E6 3SQ,51.520969,0.046138,192,428924,425000,"Roman Road, London, E6 3SQ"
175,3,Riverside Primary School,Barking and Dagenham,142133,4 to 11,30,375.0,30.0,None,False,106,20.4,18.38235294117647,False,83.91990291262135,87.0,23.0,110.0,110.0,109.0,109.66666666666667,IG11 0FU,51.521665,0.118418,23,388065,385000,"Renwick Road, Barking, IG11 0FU"
176,6,Bessemer Grange Primary School,Southwark,130918,3 to 11,69,533.0,29.0,Does not apply,False,107,25.4,20.984251968503937,False,83.74393203883494,78.0,28.0,112.0,109.0,110.0,110.33333333333333,SE5 8HP,51.458744,-0.086779,114,1107653,1030000,"Dylways, London, SE5 8HP"
177,5,Rockliffe Manor Primary School,Greenwich,143593,3 to 11,21,209.0,52.0,Does not apply,False,108,9.6,21.770833333333336,False,83.7378640776699,81.0,33.0,109.0,109.0,111.0,109.66666666666667,SE18 2NP,51.479388,0.093948,180,416339,408500,"Bassant Road, London, SE18 2NP"
178,8,St Philomena's Primary School,Bromley,141482,5 to 11,28,202.0,4.0,Roman Catholic,True,,8.5,23.764705882352942,False,83.57402912621359,86.0,14.0,110.0,110.0,112.0,110.66666666666667,BR5 4DR,51.382246,0.115508,76,373268,375000,"Chelsfield Road, Orpington, BR5 4DR"
179,3,Upminster Junior School,Havering,138944,7 to 11,90,362.0,7.0,Does not apply,False,109,15.0,24.133333333333333,False,83.53762135922331,88.0,26.0,109.0,109.0,110.0,109.33333333333333,RM14 3BS,51.556036,0.250731,17,626353,650000,"z, St Mary's Lane, UPMINSTER, RM14 3BS"
180,6,Barrow Hedges Primary School,Sutton,145977,3 to 11,95,689.0,8.0,Does not apply,False,110,27.25,25.28440366972477,False,83.44660194174757,76.0,27.0,110.0,110.0,111.0,110.33333333333333,SM5 4LA,51.352204,-0.176313,12,608406,622500,"Harbury Road, CARSHALTON, SM5 4LA"
181,10,Coppermill Primary School,Waltham Forest,103078,3 to 11,21,183.0,24.0,Does not apply,False,111,12.4,14.758064516129032,True,83.28883495145631,86.0,14.0,111.0,109.0,112.0,110.66666666666667,E17 6PB,51.58255,-0.040143,147,695027,688250,"Edward Road, Walthamstow, London, E17 6PB"
182,2,Bigland Green Primary School,Tower Hamlets,100939,3 to 11,60,475.0,57.0,Does not apply,False,112,24.5,19.387755102040817,False,83.28276699029125,87.0,15.0,109.0,110.0,113.0,110.66666666666667,E1 2ND,51.512678,-0.058549,43,876060,850000,"Bigland Street, Wapping, London, E1 2ND"
183,8,Christ Church Bentinck CofE Primary School,Westminster,101147,3 to 11,23,213.0,57.0,Church of England,True,,10.6,20.09433962264151,False,83.23422330097088,78.0,13.0,111.0,112.0,116.0,113.0,NW1 5NS,51.521454,-0.16636,57,1850240,1500000,"Cosway Street, Marylebone, London, NW1 5NS"
184,14,Hasmonean Primary School,Barnet,130998,3 to 11,30,198.0,20.0,Jewish,True,,13.13,15.07996953541508,True,83.1492718446602,90.0,10.0,112.0,110.0,112.0,111.33333333333333,NW4 2PD,51.582123,-0.216269,22,829023,821000,"8-10 Shirehall Lane, Hendon, London, NW4 2PD"
185,12,East Sheen Primary School,Richmond upon Thames,102885,4 to 11,83,590.0,20.0,Does not apply,False,113,27.25,21.65137614678899,False,83.14320388349515,83.0,24.0,110.0,109.0,110.0,109.66666666666667,SW14 8ED,51.464956,-0.254388,231,1126857,1075000,"Upper Richmond Road West, East Sheen, London, SW14 8ED"
186,5,North West London Jewish Day School,Brent,141154,3 to 11,25,202.0,0.0,Jewish,True,,13.3,15.187969924812029,True,83.09466019417475,80.0,24.0,111.0,109.0,110.0,110.0,NW6 7PP,51.544766,-0.212006,30,1481485,1305000,"180 Willesden Lane, London, NW6 7PP"
187,5,Eleanor Palmer Primary School,Camden,100027,3 to 11,29,237.0,24.0,Does not apply,False,114,11.4,20.789473684210527,False,83.08252427184466,93.0,28.0,109.0,109.0,109.0,109.0,NW5 2JA,51.554369,-0.13907,85,1583682,1488348,"Lupton Street, Tufnell Park, London, NW5 2JA"
188,4,Grimsdyke School,Harrow,102187,4 to 11,90,628.0,10.0,Does not apply,False,115,25.08,25.039872408293462,False,82.98543689320388,87.0,12.0,110.0,111.0,112.0,111.0,HA5 4QE,51.613135,-0.374599,4,508000,466000,"Grimsdyke School, Sylvia Avenue, Hatch End, Pinner, HA5 4QE"
189,9,St Nicholas Church of England Primary,Bromley,141529,4 to 11,32,215.0,6.0,Church of England,True,,8.2,26.219512195121954,False,82.96723300970874,81.0,16.0,110.0,110.0,112.0,110.66666666666667,BR7 5PQ,51.41065,0.072958,21,640596,617500,"School Road, Chislehurst, BR7 5PQ"
190,6,St Teresa's Catholic Primary School,Merton,102669,2 to 11,61,465.0,28.0,Roman Catholic,True,,19.27,24.130773222625844,False,82.9247572815534,77.0,15.0,110.0,113.0,114.0,112.33333333333333,SM4 6RL,51.389697,-0.181664,132,448189,441500,"Montacute Road, Morden, SM4 6RL"
191,5,Selborne Primary School,Ealing,101886,3 to 11,63,654.0,46.0,Does not apply,False,116,36.6,17.86885245901639,False,82.77305825242719,83.0,24.0,107.0,112.0,114.0,111.0,UB6 8JD,51.537184,-0.335403,46,579317,557500,"Conway Crescent, Perivale, Greenford, UB6 8JD"
192,6,Emmanuel Church of England Primary School,Camden,100030,3 to 11,30,231.0,17.0,Church of England,True,,12.6,18.333333333333332,False,82.71237864077669,87.0,20.0,110.0,110.0,109.0,109.66666666666667,NW6 1TF,51.551837,-0.194549,61,1565590,1400000,"152-158 Mill Lane, West Hampstead, London, NW6 1TF"
193,13,Collis Primary School,Richmond upon Thames,102903,3 to 11,91,703.0,7.0,Does not apply,False,117,30.08,23.371010638297875,False,82.55461165048543,87.0,16.0,110.0,110.0,110.0,110.0,TW11 9BS,51.422162,-0.32598,63,909247,849950,"Fairfax Road, Teddington, TW11 9BS"
194,5,Park Hill Junior School,Croydon,144382,7 to 11,93,371.0,24.0,None,False,118,19.6,18.928571428571427,False,82.5364077669903,82.0,34.0,109.0,109.0,110.0,109.33333333333333,CR0 5NS,51.368767,-0.089282,65,474953,475000,"Stanhope Road, Croydon, CR0 5NS"
195,6,Our Lady of Grace Catholic Junior School,Brent,146116,7 to 11,56,238.0,32.0,Roman Catholic,True,,11.3,21.061946902654867,False,82.5,93.0,21.0,109.0,108.0,111.0,109.33333333333333,NW2 6HS,51.561147,-0.233725,38,621553,572500,"Dollis Hill Lane, London, NW2 6HS"
196,3,Newnham Junior School,Hillingdon,102393,7 to 11,89,357.0,13.0,Does not apply,False,119,18.57,19.224555735056544,False,82.4635922330097,81.0,17.0,110.0,110.0,111.0,110.33333333333333,HA4 9RW,51.573654,-0.393224,23,553098,530000,"Newnham Avenue, Ruislip, HA4 9RW"
197,9,Avanti Court Primary School,Redbridge,142489,3 to 11,71,623.0,10.0,Hindu,True,,28.14,22.139303482587064,False,82.45145631067962,83.0,23.0,109.0,110.0,110.0,109.66666666666667,IG6 1LZ,51.587362,0.088067,64,520084,520000,"Carlton Drive, Barkingside, IG6 1LZ"
198,5,Honeywell Junior School,Wandsworth,101011,7 to 11,76,320.0,18.0,None,False,120,15.85,20.189274447949526,False,82.44538834951456,84.0,29.0,110.0,108.0,110.0,109.33333333333333,SW11 6EF,51.454739,-0.16188,220,1665216,1650000,"Honeywell Road, Battersea, London, SW11 6EF"
199,9,Millbank Gardens Primary Academy,Westminster,151310,3 to 11,30,274.0,53.0,Unknown,False,121,14.8,18.513513513513512,False,82.32402912621359,87.0,23.0,109.0,109.0,110.0,109.33333333333333,SW1P 4HR,51.491418,-0.130443,23,1758893,1600000,"Erasmus Street, London, SW1P 4HR"
200,3,Stewart Headlam Primary School,Tower Hamlets,100923,3 to 11,30,197.0,33.0,Does not apply,False,122,13.5,14.592592592592593,True,82.26334951456312,83.0,20.0,109.0,111.0,110.0,110.0,E1 5RE,51.5235,-0.059372,66,865316,790000,"Tapp Street, Stepney, London, E1 5RE"
201,7,Cheam Park Farm Primary Academy,Sutton,140260,4 to 11,128,919.0,11.0,Does not apply,False,123,36.04,25.499445061043286,False,82.19660194174757,79.0,31.0,110.0,110.0,109.0,109.66666666666667,SM3 9UU,51.374332,-0.215248,132,539980,545500,"Molesey Drive, Cheam, Sutton, SM3 9UU"
202,15,Moss Hall Junior School,Barnet,101294,7 to 11,107,468.0,17.0,Does not apply,False,124,19.82,23.612512613521695,False,81.94174757281554,81.0,23.0,110.0,109.0,110.0,109.66666666666667,N3 1NR,51.610667,-0.186511,43,775343,779000,"187 Nether Street, Finchley, Moss Hall Grove, London, N3 1NR"
203,4,Hoxton Garden Primary,Hackney,131141,3 to 11,56,384.0,66.0,Does not apply,False,125,22.0,17.454545454545453,False,81.93567961165049,84.0,21.0,110.0,108.0,111.0,109.66666666666667,N1 5JD,51.533779,-0.080649,51,1250195,1250000,"Ivy Street, Hackney, London, N1 5JD"
204,11,Davies Lane Primary School,Waltham Forest,143384,2 to 11,119,956.0,23.0,Does not apply,False,126,45.0,21.244444444444444,False,81.82038834951456,87.0,30.0,109.0,109.0,109.0,109.0,E11 3DR,51.564475,0.011904,176,753807,746500,"Davies Lane, Leytonstone, London, E11 3DR"
205,6,Deansfield Primary School,Greenwich,143599,3 to 11,55,462.0,13.0,Does not apply,False,127,20.5,22.536585365853657,False,81.77791262135923,91.0,27.0,109.0,110.0,108.0,109.0,SE9 1XP,51.462068,0.061972,134,582811,550000,"Dairsie Road, Eltham, London, SE9 1XP"
206,10,Saint Mary's Catholic Primary School,Kensington and Chelsea,100499,3 to 11,25,165.0,44.0,Roman Catholic,True,,12.8,12.890625,True,81.61407766990291,76.0,28.0,109.0,110.0,111.0,110.0,W10 5AW,51.525081,-0.210774,90,1034099,952500,"East Row, North Kensington, London, W10 5AW"
207,17,St Michael's Catholic Primary School,Newham,150664,3 to 11,27,212.0,44.0,Roman Catholic,True,,10.6,20.0,False,81.58980582524272,81.0,19.0,109.0,110.0,111.0,110.0,E6 6EE,51.530222,0.058,213,433071,428000,"Howard Road, East Ham, London, E6 6EE"
208,4,Concordia Academy,Havering,142885,4 to 11,31,539.0,35.0,None,False,128,25.0,21.56,False,81.55339805825243,81.0,16.0,111.0,109.0,111.0,110.33333333333333,RM7 0HG,51.572036,0.177272,71,430979,425000,"Union Road, Romford, RM7 0HG"
209,4,Mayflower Primary School,Tower Hamlets,100913,3 to 11,50,407.0,60.0,Does not apply,False,129,23.5,17.319148936170212,False,81.54733009708738,80.0,20.0,109.0,110.0,111.0,110.0,E14 6DU,51.511588,-0.020289,26,576663,570000,"Upper North Street, Poplar, London, E14 6DU"
210,7,Benedict Academy,Merton,147970,3 to 11,30,183.0,67.0,None,False,130,11.42,16.024518388791595,False,81.52305825242718,93.0,17.0,109.0,108.0,112.0,109.66666666666667,CR4 3BE,51.402262,-0.1731,94,452962,450000,"Church Road, Mitcham, CR4 3BE"
211,6,"All Saints' CofE Primary School, Putney",Wandsworth,101034,3 to 11,24,172.0,29.0,Church of England,True,,9.33,18.435155412647372,False,81.46844660194175,79.0,21.0,111.0,109.0,110.0,110.0,SW15 1HL,51.467884,-0.227741,101,1331312,1326000,"Putney Common, Putney, London, SW15 1HL"
212,7,St Eugene de Mazenod Roman Catholic Primary School,Camden,100047,4 to 11,27,204.0,48.0,Roman Catholic,True,,9.0,22.666666666666668,False,81.4381067961165,81.0,30.0,110.0,109.0,109.0,109.33333333333333,NW6 4LS,51.54097,-0.193725,101,1377610,1255000,"Mazenod Avenue, London, NW6 4LS"
213,14,St James's Catholic Primary School,Richmond upon Thames,102913,3 to 11,93,665.0,2.0,Roman Catholic,True,,30.78,21.604938271604937,False,81.25606796116504,85.0,32.0,109.0,108.0,110.0,109.0,TW2 5NP,51.437063,-0.347578,129,783203,747950,"260 Stanley Road, Twickenham, TW2 5NP"
214,18,Keir Hardie Primary School,Newham,102725,3 to 11,59,451.0,63.0,Does not apply,False,131,22.8,19.780701754385966,False,81.19538834951456,85.0,14.0,109.0,110.0,112.0,110.33333333333333,E16 1FZ,51.516474,0.02067,111,428863,427000,"13 Robertson Road, Canning Town, London, E16 1FZ"
215,12,Roger Ascham Primary School,Waltham Forest,136362,3 to 11,57,407.0,40.0,Does not apply,False,132,20.29,20.059142434696895,False,81.15898058252426,86.0,26.0,111.0,107.0,110.0,109.33333333333333,E17 5HU,51.598755,-0.026248,148,591306,585625,"1 Wigton Road, Walthamstow, London, E17 5HU"
216,6,Stanhope Primary School,Ealing,101907,2 to 11,51,365.0,51.0,Does not apply,False,133,19.9,18.34170854271357,False,81.15291262135922,78.0,29.0,110.0,108.0,111.0,109.66666666666667,UB6 9EG,51.527215,-0.35546,69,535525,528300,"Mansell Road, Greenford, UB6 9EG"
217,16,Brookland Junior School,Barnet,101262,7 to 11,84,353.0,20.0,Does not apply,False,134,16.98,20.78916372202591,False,81.13470873786409,82.0,17.0,110.0,110.0,110.0,110.0,NW11 6EJ,51.589937,-0.188058,56,952854,860000,"Hill Top, Hampstead Garden Suburb, London, NW11 6EJ"
218,9,Rokesly Junior School,Haringey,102106,7 to 11,81,301.0,20.0,Does not apply,False,135,15.0,20.066666666666666,False,81.10436893203884,81.0,28.0,110.0,109.0,109.0,109.33333333333333,N8 8NH,51.583053,-0.119149,130,1380828,1363000,"Rokesly Avenue, London, N8 8NH"
219,7,Oasis Academy Putney,Wandsworth,140222,4 to 11,20,121.0,50.0,None,False,136,7.6,15.921052631578949,False,80.98907766990291,80.0,30.0,109.0,109.0,110.0,109.33333333333333,SW15 1LY,51.469217,-0.228496,88,1379676,1367500,"184 Lower Richmond Road, London, SW15 1LY"
220,17,St Agnes' Catholic Primary School,Barnet,101332,3 to 11,56,431.0,34.0,Roman Catholic,True,,20.5,21.024390243902438,False,80.8373786407767,82.0,25.0,109.0,109.0,110.0,109.33333333333333,NW2 1RG,51.560495,-0.210884,39,622667,600000,"Thorverton Road, Cricklewood, London, NW2 1RG"
221,10,St Bede's Catholic Primary School,Redbridge,102845,3 to 11,59,437.0,24.0,Roman Catholic,True,,19.06,22.92759706190976,False,80.80703883495146,95.0,14.0,109.0,110.0,110.0,109.66666666666667,RM6 5RR,51.576863,0.126828,148,470260,478000,"Canon Avenue, Chadwell Heath, Romford, RM6 5RR"
