rank,borough_rank,school_name,borough,school_urn,age_range,eligible_pupils,total_pupils,fsm_percent,religious_denomination,is_faith_school,non_faith_rank,fte_all_teachers,pupils_per_teacher,anomalous_low_ptr,composite_score,expected_rwm,higher_rwm,reading_score,maths_score,gps_score,mean_scaled_score,postcode,latitude,longitude,lsoa_code,lsoa_name,terrace_sales_count_2y_0_5mi,terrace_avg_price_2y_0_5mi,terrace_median_price_2y_0_5mi,family_area_rating,area_safety_percentile,imd_lower_deprivation_percentile,imd_rank,imd_decile,imd_score,imd_lsoa_name,imd_local_authority,recent_family_crime_weighted_count_1mi,recent_crime_total_count_1mi,recent_crime_month,catchment_radius_m,catchment_source_year,catchment_source_name,catchment_source_url,catchment_note,full_address
89,2,Gillespie Primary School,Islington,100405,3 to 11,27,208.0,15.0,Does not apply,False,54,11.0,18.90909090909091,False,90.69174757281553,89.0,26.0,112.0,111.0,110.0,111.0,N5 1LH,,,,,,,,,,,,,,,,,,,,,,,,"Gillespie Road, London, N5 1LH"
90,3,Grove Park Primary School,Hounslow,102485,3 to 11,60,433.0,23.0,Does not apply,False,55,19.6,22.091836734693874,False,90.6735436893204,93.0,20.0,111.0,110.0,112.0,111.0,W4 3JN,,,,,,,,,,,,,,,,,,,,,,,,"Nightingale Close, Chiswick, London, W4 3JN"
91,5,St Charles Catholic Primary School,Kensington and Chelsea,100505,3 to 11,28,214.0,61.0,Roman Catholic,True,,13.4,15.970149253731343,False,90.47330097087378,89.0,21.0,110.0,111.0,113.0,111.33333333333333,W10 6EB,,,,,,,,,,,,,,,,,,,,,,,,"83 St Charles Square, London, W10 6EB"
92,7,St John XXIII Catholic Primary School,Hammersmith and Fulham,149641,3 to 11,48,298.0,58.0,Roman Catholic,True,,21.8,13.669724770642201,True,90.32766990291262,85.0,27.0,110.0,111.0,112.0,111.0,W12 7QT,,,,,,,,,,,,,,,,,,,,,,,,"1 India Way, London, W12 7QT"
93,5,Cheam Fields Primary Academy,Sutton,143375,3 to 11,63,458.0,11.0,Does not apply,False,56,18.6,24.623655913978492,False,90.20631067961165,84.0,27.0,111.0,111.0,111.0,111.0,SM3 8PQ,,,,,,,,,,,,,,,,,,,,,,,,"Stoughton Avenue, Cheam, Sutton, SM3 8PQ"
94,6,Wanstead Church School,Redbridge,102841,3 to 11,24,207.0,17.0,Church of England,True,,10.4,19.903846153846153,False,90.20631067961165,96.0,17.0,113.0,111.0,111.0,111.66666666666667,E11 2SS,,,,,,,,,,,,,,,,,,,,,,,,"Church Path, Wanstead, London, E11 2SS"
95,9,Ashmole Primary School,Barnet,142772,4 to 11,61,421.0,10.0,None,False,57,14.63,28.776486671223513,False,89.95145631067962,80.0,30.0,111.0,110.0,114.0,111.66666666666667,N14 7NP,,,,,,,,,,,,,,,,,,,,,,,,"Summit Way, Southgate, London, N14 7NP"
96,9,Hallsville Primary School,Newham,145363,3 to 11,56,464.0,46.0,Does not apply,False,58,28.0,16.571428571428573,False,89.92718446601941,86.0,29.0,110.0,111.0,111.0,110.66666666666667,E16 1LN,,,,,,,,,,,,,,,,,,,,,,,,"Radland Road, London, E16 1LN"
97,4,The Blue School CofE Primary,Hounslow,102523,3 to 11,66,456.0,3.0,Church of England,True,,18.66,24.437299035369776,False,89.8118932038835,88.0,18.0,112.0,110.0,113.0,111.66666666666667,TW7 6RQ,,,,,,,,,,,,,,,,,,,,,,,,"North Street, Isleworth, TW7 6RQ"
98,5,Wellington Primary School,Hounslow,102505,3 to 11,111,768.0,18.0,Does not apply,False,59,31.26,24.56813819577735,False,89.80582524271846,85.0,32.0,109.0,111.0,113.0,111.0,TW3 3BD,,,,,,,,,,,,,,,,,,,,,,,,"Sutton Lane, Hounslow, TW3 3BD"
99,9,Sheen Mount Primary School,Richmond upon Thames,102897,4 to 11,71,590.0,11.0,Does not apply,False,60,27.9,21.14695340501792,False,89.74514563106796,82.0,27.0,111.0,112.0,111.0,111.33333333333333,SW14 7RT,,,,,,,,,,,,,,,,,,,,,,,,"West Temple, East Sheen, London, SW14 7RT"
100,3,"City of London Primary Academy, Islington",Islington,143020,4 to 11,30,317.0,20.0,None,False,61,16.6,19.096385542168672,False,89.67839805825243,80.0,40.0,112.0,109.0,113.0,111.33333333333333,EC1Y 0AE,,,,,,,,,,,,,,,,,,,,,,,,"15 Baltic Street West, London, EC1Y 0AE"
101,6,Marlborough Primary School,Kensington and Chelsea,100483,0 to 11,46,444.0,39.0,Does not apply,False,62,22.2,20.0,False,89.66626213592232,93.0,24.0,110.0,110.0,111.0,110.33333333333333,SW3 3AP,,,,,,,,,,,,,,,,,,,,,,,,"Draycott Avenue, London, SW3 3AP"
102,3,Holy Ghost Catholic Primary School,Wandsworth,101036,5 to 11,21,193.0,0.0,Roman Catholic,True,,9.9,19.494949494949495,False,89.5752427184466,86.0,29.0,111.0,111.0,110.0,110.66666666666667,SW12 8QJ,,,,,,,,,,,,,,,,,,,838,2026,Wandsworth Council reception allocations,https://www.wandsworth.gov.uk/media/4q2f3jqt/how_places_were_allocated_for_primary_schools_2026.pdf,Furthest distance offered in the listed Catholic category,"Nightingale Square, Balham, London, SW12 8QJ"
103,6,Burdett-Coutts and Townshend Foundation CofE Primary School,Westminster,101122,3 to 11,16,168.0,25.0,Church of England,True,,5.34,31.460674157303373,False,89.5752427184466,88.0,25.0,111.0,109.0,112.0,110.66666666666667,SW1P 2QQ,,,,,,,,,,,,,,,,,,,,,,,,"Rochester Street, London, SW1P 2QQ"
104,5,Highfield Junior School,Bromley,140257,7 to 11,92,367.0,5.0,None,False,63,15.3,23.986928104575163,False,89.53883495145631,92.0,21.0,110.0,110.0,112.0,110.66666666666667,BR2 0RL,,,,,,,,,,,,,,,,,,,,,,,,"South Hill Road, Shortlands, Bromley, BR2 0RL"
105,2,Mossbourne Riverside Academy,Hackney,140426,3 to 11,84,602.0,29.0,Does not apply,False,64,28.87,20.852095600969864,False,89.29004854368931,92.0,33.0,111.0,109.0,110.0,110.0,E15 2GW,,,,,,,,,,,,,,,,,,,,,,,,"East Bay Lane, London, E15 2GW"
106,4,St Saviour's Church of England Primary School,Waltham Forest,144239,4 to 11,37,336.0,30.0,Church of England,True,,21.0,16.0,False,89.24150485436894,89.0,22.0,110.0,110.0,112.0,110.66666666666667,E17 8ER,,,,,,,,,,,,,,,,,,,,,,,,"Verulam Avenue, 33, London, E17 8ER"
107,3,"Redriff Primary, City of London Academy",Southwark,137648,3 to 11,74,478.0,27.0,Does not apply,False,65,27.3,17.509157509157507,False,89.2233009708738,89.0,28.0,110.0,109.0,112.0,110.33333333333333,SE16 5LQ,,,,,,,,,,,,,,,,,,,,,,,,"Salter Road, Rotherhithe, London, SE16 5LQ"
108,6,"St Mary's Catholic Primary School ,Chiswick",Hounslow,102529,3 to 11,27,191.0,19.0,Roman Catholic,True,,10.0,19.1,False,89.20509708737863,81.0,37.0,111.0,110.0,111.0,110.66666666666667,W4 2DF,,,,,,,,,,,,,,,,,,,,,,,,"Duke Road, Chiswick, London, W4 2DF"
109,3,Bonneville Primary School,Lambeth,131247,3 to 11,36,353.0,50.0,Does not apply,False,66,18.0,19.61111111111111,False,89.13228155339806,89.0,33.0,111.0,111.0,109.0,110.33333333333333,SW4 9LB,,,,,,,,,,,,,,,,,,,,,,,,"Bonneville Gardens, Clapham, London, SW4 9LB"
110,5,Coldfall Primary School,Haringey,102097,3 to 11,89,683.0,6.0,Does not apply,False,67,32.9,20.75987841945289,False,88.94417475728156,84.0,31.0,112.0,110.0,110.0,110.66666666666667,N10 1HS,,,,,,,,,,,,,,,,,,,,,,,,"Coldfall Avenue, Muswell Hill, London, N10 1HS"
111,4,Winton Primary School,Islington,100428,2 to 11,25,250.0,56.0,Does not apply,False,68,12.1,20.66115702479339,False,88.93203883495146,92.0,24.0,110.0,109.0,112.0,110.33333333333333,N1 9AZ,,,,,,,,,,,,,,,,,,,,,,,,"Killick Street, Kings Cross, London, N1 9AZ"
112,3,Walker Primary School,Enfield,146868,4 to 11,59,418.0,10.0,Does not apply,False,69,21.2,19.71698113207547,False,88.92597087378641,85.0,31.0,110.0,110.0,111.0,110.33333333333333,N14 7EG,,,,,,,,,,,,,,,,,,,,,,,,"Waterfall Road, Southgate, London, N14 7EG"
113,3,St Joseph's Catholic Junior School,Brent,101539,7 to 11,65,274.0,9.0,Roman Catholic,True,,11.9,23.025210084033613,False,88.92597087378641,91.0,18.0,110.0,111.0,112.0,111.0,HA9 6BE,,,,,,,,,,,,,,,,,,,,,,,,"Chatsworth Avenue, Wembley, HA9 6BE"
114,10,Thomson House School,Richmond upon Thames,139549,4 to 11,49,371.0,10.0,Does not apply,False,70,16.68,22.24220623501199,False,88.57402912621359,88.0,33.0,110.0,110.0,110.0,110.0,SW14 8HY,,,,,,,,,,,,,,,,,,,,,,,,"27 Sheen Lane, London, SW14 8HY"
115,3,Foxfield Primary School,Greenwich,143592,3 to 11,85,682.0,38.0,Does not apply,False,71,29.0,23.517241379310345,False,88.5618932038835,81.0,29.0,110.0,110.0,113.0,111.0,SE18 7EX,,,,,,,,,,,,,,,,,,,,,,,,"Sandbach Place, London, SE18 7EX"
116,4,"Christ Church, Streatham Church of England Primary School",Lambeth,145614,5 to 11,20,159.0,50.0,Church of England,True,,9.24,17.207792207792206,False,88.51941747572816,85.0,25.0,111.0,109.0,112.0,110.66666666666667,SW2 3NF,,,,,,,,,,,,,,,,,,,,,,,,"Cotherstone Road, Streatham, London, SW2 3NF"
117,10,Cleves Primary School,Newham,143882,3 to 11,55,474.0,51.0,Does not apply,False,72,16.63,28.502705953096815,False,88.48907766990291,84.0,20.0,111.0,112.0,111.0,111.33333333333333,E6 1QP,,,,,,,,,,,,,,,,,,,,,,,,"Arragon Road, East Ham, London, E6 1QP"
118,2,Krishna Avanti Primary School,Harrow,138688,3 to 11,60,454.0,5.0,Hindu,True,,21.8,20.825688073394495,False,88.44660194174757,87.0,22.0,110.0,111.0,111.0,110.66666666666667,HA8 6ES,,,,,,,,,,,,,,,,,,,,,,,,"Camrose Avenue, Edgware, HA8 6ES"
119,3,Cannon Lane Primary School,Harrow,102204,4 to 11,116,734.0,9.0,Does not apply,False,73,34.7,21.152737752161382,False,88.41626213592232,84.0,24.0,111.0,110.0,111.0,110.66666666666667,HA5 1TS,,,,,,,,,,,,,,,,,,,,,,,,"Cannonbury Avenue, Pinner, HA5 1TS"
120,1,"Canary Wharf College, Glenworth",Tower Hamlets,141039,4 to 11,39,302.0,15.0,Christian,True,,18.0,16.77777777777778,False,87.9490291262136,85.0,38.0,110.0,110.0,110.0,110.0,E14 3EB,,,,,,,,,,,,,,,,,,,,,,,,"93 Saunders Ness Road, Isle of Dogs, London, E14 3EB"
121,3,Montpelier Primary School,Ealing,101912,4 to 11,82,652.0,32.0,Does not apply,False,74,28.6,22.797202797202797,False,87.86407766990291,87.0,23.0,109.0,111.0,112.0,110.66666666666667,W5 2QT,,,,,,,,,,,,,,,,,,,,,,,,"Montpelier Road, Ealing, London, W5 2QT"
122,8,Holy Cross RC School,Hammersmith and Fulham,100345,3 to 11,71,622.0,17.0,Roman Catholic,True,,30.19,20.60284862537264,False,87.7366504854369,92.0,24.0,110.0,110.0,110.0,110.0,SW6 4BL,,,,,,,,,,,,,,,,,,,,,,,,"Basuto Road, London, SW6 4BL"
123,5,Jessop Primary School,Lambeth,100572,2 to 11,52,294.0,48.0,Does not apply,False,75,17.0,17.294117647058822,False,87.73058252427184,85.0,21.0,111.0,110.0,111.0,110.66666666666667,SE24 0BJ,,,,,,,,,,,,,,,,,,,,,,,,"Lowden Road, Herne Hill, London, SE24 0BJ"
124,5,South Grove Primary School,Waltham Forest,103072,3 to 11,50,460.0,40.0,Does not apply,False,76,21.26,21.636876763875822,False,87.69417475728154,90.0,24.0,109.0,109.0,115.0,111.0,E17 8PW,,,,,,,,,,,,,,,,,,,,,,,,"Ringwood Road, London, E17 8PW"
125,7,Colville Primary School,Kensington and Chelsea,100481,0 to 11,53,467.0,43.0,Does not apply,False,77,21.6,21.62037037037037,False,87.40291262135922,87.0,25.0,109.0,110.0,112.0,110.33333333333333,W11 2DF,,,,,,,,,,,,,,,,,,,,,,,,"Lonsdale Road, Portobello Road, London, W11 2DF"
126,1,St Luke's CofE Primary School,Kingston upon Thames,102604,3 to 11,30,240.0,10.0,Church of England,True,,11.84,20.27027027027027,False,87.34830097087378,80.0,27.0,111.0,109.0,113.0,111.0,KT2 6EN,,,,,,,,,,,,,,,,,,,,,,,,"Acre Road, Kingston upon Thames, KT2 6EN"
127,2,St Joseph's Catholic Primary School,Barking and Dagenham,147328,3 to 11,18,237.0,44.0,Roman Catholic,True,,14.0,16.928571428571427,False,87.34223300970874,83.0,28.0,109.0,113.0,111.0,111.0,IG11 7AR,,,,,,,,,,,,,,,,,,,,,,,,"The Broadway, Barking, IG11 7AR"
128,4,Tudor Primary School,Ealing,101913,3 to 11,52,416.0,50.0,Does not apply,False,78,19.2,21.666666666666668,False,87.31796116504854,85.0,19.0,109.0,112.0,115.0,112.0,UB1 1NX,,,,,,,,,,,,,,,,,,,,,,,,"Tudor Road, Southall, UB1 1NX"
129,2,Nelmes Primary School,Havering,102321,4 to 11,61,430.0,10.0,Does not apply,False,79,17.8,24.157303370786515,False,87.2754854368932,89.0,28.0,111.0,110.0,109.0,110.0,RM11 3BX,,,,,,,,,,,,,,,,,,,,,,,,"Wingletye Lane, Hornchurch, RM11 3BX"
130,6,Ainslie Wood Primary School,Waltham Forest,130343,3 to 11,53,437.0,15.0,Does not apply,False,80,23.42,18.65926558497011,False,87.2633495145631,87.0,34.0,109.0,111.0,110.0,110.0,E4 9DD,,,,,,,,,,,,,,,,,,,,,,,,"140 Ainslie Wood Road, Waltham Forest, London, E4 9DD"
131,2,St John Fisher Catholic Primary School,Bexley,101460,4 to 11,30,198.0,50.0,Roman Catholic,True,,11.7,16.923076923076923,False,87.01456310679612,90.0,17.0,110.0,110.0,112.0,110.66666666666667,DA18 4BA,,,,,,,,,,,,,,,,,,,,,,,,"Kale Road, Thamesmead, Erith, DA18 4BA"
132,3,Bishop Gilpin CofE Primary School,Merton,102666,3 to 11,51,464.0,8.0,Church of England,True,,22.3,20.807174887892376,False,87.00242718446601,78.0,31.0,111.0,109.0,113.0,111.0,SW19 7EP,,,,,,,,,,,,,,,,,,,,,,,,"Lake Road, Wimbledon, SW19 7EP"
133,10,St Paul's CofE Primary School NW7,Barnet,101326,4 to 11,30,206.0,27.0,Church of England,True,,10.55,19.5260663507109,False,86.95995145631068,87.0,20.0,112.0,110.0,110.0,110.66666666666667,NW7 1QU,,,,,,,,,,,,,,,,,,,,,,,,"The Ridgeway, Mill Hill, London, NW7 1QU"
134,4,St Joseph's Roman Catholic Primary School,Brent,101555,2 to 11,58,485.0,33.0,Roman Catholic,True,,24.4,19.87704918032787,False,86.8385922330097,91.0,12.0,113.0,110.0,115.0,112.66666666666667,NW10 9LS,,,,,,,,,,,,,,,,,,,,,,,,"Goodson Road, Willesden, London, NW10 9LS"
135,7,St Vincent's Catholic Primary School,Westminster,101143,3 to 11,30,233.0,23.0,Roman Catholic,True,,10.78,21.61410018552876,False,86.78398058252426,90.0,23.0,109.0,109.0,113.0,110.33333333333333,W1U 4DF,,,,,,,,,,,,,,,,,,,,,,,,"St Vincent Street, London, W1U 4DF"
136,6,Stockwell Primary School,Lambeth,100582,2 to 11,60,402.0,73.0,Does not apply,False,81,19.0,21.157894736842106,False,86.75364077669903,95.0,25.0,110.0,109.0,110.0,109.66666666666667,SW9 9TG,,,,,,,,,,,,,,,,,,,,,,,,"Stockwell Road, London, SW9 9TG"
137,11,St Winefride's RC Primary School,Newham,148972,2 to 11,33,242.0,33.0,Roman Catholic,True,,7.4,32.7027027027027,False,86.36529126213593,82.0,15.0,112.0,112.0,112.0,112.0,E12 6HB,,,,,,,,,,,,,,,,,,,,,,,,"Church Road, Manor Park, London, E12 6HB"
138,6,Our Lady of Muswell Catholic Primary School,Haringey,102142,3 to 11,57,418.0,18.0,Roman Catholic,True,,17.6,23.749999999999996,False,86.34708737864078,82.0,21.0,111.0,110.0,111.0,110.66666666666667,N10 1PS,,,,,,,,,,,,,,,,,,,,,,,,"Pages Lane, Muswell Hill, London, N10 1PS"
139,6,Perry Hall Primary School,Bromley,140448,5 to 11,62,437.0,15.0,Does not apply,False,82,17.1,25.555555555555554,False,86.2621359223301,90.0,21.0,110.0,110.0,110.0,110.0,BR6 0EF,,,,,,,,,,,,,,,,,,,,,,,,"Perry Hall Road, Orpington, BR6 0EF"
140,12,Curwen Primary School,Newham,144142,3 to 11,108,854.0,46.0,Does not apply,False,83,44.8,19.0625,False,86.24393203883494,82.0,26.0,109.0,110.0,113.0,110.66666666666667,E13 0AG,,,,,,,,,,,,,,,,,,,,,,,,"Atlas Road, London, E13 0AG"
141,3,Northwold Primary School,Hackney,141576,2 to 11,42,308.0,57.0,Does not apply,False,84,13.82,22.286541244573083,False,86.00728155339806,90.0,31.0,108.0,109.0,113.0,110.0,E5 8RN,,,,,,,,,,,,,,,,,,,,,,,,"Northwold Road, Clapton, London, E5 8RN"
142,8,Bousfield Primary School,Kensington and Chelsea,100480,3 to 11,54,431.0,28.0,Does not apply,False,85,20.2,21.33663366336634,False,85.94660194174757,74.0,35.0,111.0,110.0,112.0,111.0,SW5 0DJ,,,,,,,,,,,,,,,,,,,,,,,,"South Bolton Gardens, London, SW5 0DJ"
143,7,The Jenny Hammond Primary School,Waltham Forest,103082,4 to 11,47,380.0,32.0,Does not apply,False,86,16.6,22.891566265060238,False,85.94053398058253,83.0,19.0,111.0,110.0,111.0,110.66666666666667,E11 3JH,,,,,,,,,,,,,,,,,,,,,,,,"Elsham Road, Leytonstone, London, E11 3JH"
144,3,Oasis Academy Byron,Croydon,138687,2 to 11,28,227.0,25.0,Does not apply,False,87,10.85,20.921658986175117,False,85.873786407767,89.0,14.0,111.0,111.0,111.0,111.0,CR5 2XE,,,,,,,,,,,,,,,,,,,,,,,,"St David's, Off Stoneyfield Road, Coulsdon, CR5 2XE"
145,11,St Stephen's C E Primary School,Richmond upon Thames,102915,4 to 11,58,416.0,16.0,Church of England,True,,18.97,21.929362150764366,False,85.77063106796116,79.0,31.0,111.0,109.0,111.0,110.33333333333333,TW1 1LF,,,,,,,,,,,,,,,,,,,,,,,,"Winchester Road, Twickenham, TW1 1LF"
146,7,Fullwood Primary School,Redbridge,102833,3 to 11,59,454.0,12.0,Does not apply,False,88,19.4,23.402061855670105,False,85.75242718446601,86.0,19.0,110.0,110.0,111.0,110.33333333333333,IG6 1ER,,,,,,,,,,,,,,,,,,,,,,,,"21-24 Burford Close, Off Hatley Avenue, Barkingside, Ilford, IG6 1ER"
147,5,Tufnell Park Primary School,Islington,100430,2 to 11,43,458.0,56.0,Does not apply,False,89,19.2,23.854166666666668,False,85.70388349514563,84.0,19.0,109.0,112.0,112.0,111.0,N7 0HJ,,,,,,,,,,,,,,,,,,,,,,,,"31 Carleton Road, London, N7 0HJ"
148,11,St John's CofE Primary and Nursery School,Barnet,101321,3 to 11,30,248.0,20.0,Church of England,True,,16.61,14.930764599638772,True,85.53398058252426,87.0,13.0,110.0,112.0,114.0,112.0,N20 0PL,,,,,,,,,,,,,,,,,,,,,,,,"Swan Lane, Whetstone, London, N20 0PL"
149,13,Shaftesbury Primary School,Newham,145627,3 to 11,82,637.0,40.0,Does not apply,False,90,26.6,23.94736842105263,False,85.51577669902912,89.0,22.0,109.0,109.0,112.0,110.0,E7 8PF,,,,,,,,,,,,,,,,,,,,,,,,"Shaftesbury Road, Forest Gate, London, E7 8PF"
150,14,Ranelagh Primary School,Newham,144139,3 to 11,43,295.0,51.0,Does not apply,False,91,18.3,16.120218579234972,False,85.49150485436893,77.0,28.0,109.0,111.0,114.0,111.33333333333333,E15 3DN,,,,,,,,,,,,,,,,,,,,,,,,"Corporation Street, Stratford, London, E15 3DN"
151,12,Menorah Foundation School,Barnet,131359,3 to 11,46,320.0,2.0,Jewish,True,,14.44,22.1606648199446,False,85.21844660194175,96.0,9.0,111.0,112.0,115.0,112.66666666666667,HA8 0QS,,,,,,,,,,,,,,,,,,,,,,,,"2-8 Abbots Road, EDGWARE, HA8 0QS"
152,1,Haberdashers' Hatcham Free School,Lewisham,139672,4 to 11,60,419.0,15.0,None,False,92,26.6,15.75187969924812,False,85.19417475728154,90.0,28.0,111.0,110.0,108.0,109.66666666666667,SE14 5SF,,,,,,,,,,,,,,,,,,,,,,,,"Pepys Road, London, SE14 5SF"
153,4,St Michael's CofE Primary School,Wandsworth,101049,3 to 11,60,434.0,13.0,Church of England,True,,20.6,21.06796116504854,False,85.13956310679612,83.0,18.0,110.0,110.0,112.0,110.66666666666667,SW18 5SQ,,,,,,,,,,,,,,,,,,,412,2026,Wandsworth Council reception allocations,https://www.wandsworth.gov.uk/media/4q2f3jqt/how_places_were_allocated_for_primary_schools_2026.pdf,Furthest distance offered for open places,"Granville Road, Southfields, London, SW18 5SQ"
154,3,Abacus Belsize Primary School,Camden,139837,4 to 11,19,158.0,42.0,None,False,93,9.0,17.555555555555557,False,85.0,84.0,32.0,109.0,109.0,111.0,109.66666666666667,N1C 4PF,,,,,,,,,,,,,,,,,,,,,,,,"Jubilee Waterside Centre, 105 Camley Street, London, N1C 4PF"
155,8,Oakhill Primary School,Waltham Forest,103069,4 to 11,27,196.0,33.0,Does not apply,False,94,8.4,23.333333333333332,False,84.89684466019418,81.0,30.0,109.0,110.0,111.0,110.0,IG8 9PY,,,,,,,,,,,,,,,,,,,,,,,,"Alders Avenue, Woodford Green, IG8 9PY"
156,13,St Catherine's RC School,Barnet,101333,2 to 11,60,480.0,17.0,Roman Catholic,True,,22.4,21.42857142857143,False,84.7876213592233,85.0,27.0,110.0,109.0,110.0,109.66666666666667,EN5 2ED,,,,,,,,,,,,,,,,,,,,,,,,"Vale Drive, Barnet, EN5 2ED"
157,4,St Mark's Primary School,Merton,102645,3 to 11,28,223.0,50.0,Does not apply,False,95,11.5,19.391304347826086,False,84.7876213592233,79.0,18.0,110.0,111.0,113.0,111.33333333333333,CR4 2LF,,,,,,,,,,,,,,,,,,,,,,,,"St Mark's Road, Mitcham, CR4 2LF"
158,4,Boutcher Church of England Primary School,Southwark,100822,5 to 11,32,209.0,31.0,Church of England,True,,6.89,30.33381712626996,False,84.73300970873787,84.0,22.0,110.0,109.0,111.0,110.0,SE1 3BW,,,,,,,,,,,,,,,,,,,,,,,,"93 Grange Road, Bermondsey, London, SE1 3BW"
159,7,Holy Trinity CofE Primary School,Haringey,139240,3 to 11,24,187.0,38.0,Church of England,True,,10.28,18.190661478599225,False,84.64199029126213,92.0,17.0,110.0,109.0,111.0,110.0,N17 9EJ,,,,,,,,,,,,,,,,,,,,,,,,"Somerset Road, Tottenham, London, N17 9EJ"
160,2,Whiteheath Junior School,Hillingdon,102400,7 to 11,74,293.0,5.0,Does not apply,False,96,15.84,18.497474747474747,False,84.5995145631068,95.0,14.0,110.0,110.0,111.0,110.33333333333333,HA4 7PR,,,,,,,,,,,,,,,,,,,,,,,,"Whiteheath Avenue, Ruislip, HA4 7PR"
161,8,Wells Primary School,Redbridge,102831,3 to 11,45,344.0,20.0,Does not apply,False,97,18.53,18.56449001618996,False,84.45388349514563,87.0,33.0,109.0,109.0,110.0,109.33333333333333,IG8 0PP,,,,,,,,,,,,,,,,,,,,,,,,"Barclay Oval, Woodford Green, IG8 0PP"
162,6,Thornhill Primary School,Islington,100425,3 to 11,57,459.0,49.0,Does not apply,False,98,19.4,23.65979381443299,False,84.44781553398059,88.0,23.0,109.0,109.0,111.0,109.66666666666667,N1 1HX,,,,,,,,,,,,,,,,,,,,,,,,"Thornhill Road, Islington, London, N1 1HX"
163,7,Warren Road Primary School,Bromley,136915,4 to 11,120,840.0,6.0,Does not apply,False,99,36.8,22.826086956521742,False,84.42961165048544,76.0,22.0,111.0,111.0,111.0,111.0,BR6 6JF,,,,,,,,,,,,,,,,,,,,,,,,"Warren Road, Orpington, BR6 6JF"
164,8,St James Church of England Primary School,Haringey,102136,4 to 11,31,190.0,3.0,Church of England,True,,9.1,20.87912087912088,False,84.38713592233009,87.0,23.0,110.0,109.0,110.0,109.66666666666667,N10 3JA,,,,,,,,,,,,,,,,,,,,,,,,"Woodside Avenue, Muswell Hill, London, N10 3JA"
165,5,Phoenix Primary School,Southwark,100817,3 to 11,60,508.0,40.0,Does not apply,False,100,27.66,18.36587129428778,False,84.3385922330097,80.0,18.0,110.0,110.0,113.0,111.0,SE1 5JT,,,,,,,,,,,,,,,,,,,,,,,,"Marlborough Grove, London, SE1 5JT"
166,4,Krishna Avanti Primary School,Croydon,142861,4 to 11,25,202.0,8.0,Hindu,True,,8.77,23.03306727480046,False,84.3385922330097,84.0,16.0,109.0,111.0,114.0,111.33333333333333,CR0 4HA,,,,,,,,,,,,,,,,,,,,,,,,"Southbridge Place, Croydon, CR0 4HA"
167,4,Woodpecker Hall Primary Academy,Enfield,136952,2 to 11,109,780.0,52.0,None,False,101,36.0,21.666666666666668,False,84.30825242718446,91.0,26.0,110.0,109.0,109.0,109.33333333333333,N9 8DR,,,,,,,,,,,,,,,,,,,,,,,,"Cuckoo Hall Lane, London, N9 8DR"
168,9,St Barnabas and St Philip's CofE Primary School,Kensington and Chelsea,100493,3 to 11,27,213.0,37.0,Church of England,True,,10.0,21.3,False,84.27791262135922,89.0,15.0,110.0,110.0,111.0,110.33333333333333,W8 6EJ,,,,,,,,,,,,,,,,,,,,,,,,"58 Earls Court Road, Kensington, London, W8 6EJ"
